inchikey,std_smiles,pchembl_DprE1,pchembl_InhA,pchembl_KasA
ASQJSJPJQAVXDF-BOSLPAGOSA-N,Cc1cn([C@H]2C[C@H](n3cc(CNCC(=O)N(Cc4ccccc4)Cc4cc5cc(Cl)ccc5oc4=O)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,,4.53,
ASRZYWFJGVRMBK-UHFFFAOYSA-N,O=C1OC(COc2ccc3ccccc3c2)(c2ccccc2)CC(O)=C1Sc1ccccc1,,6.9,
ASSXNRYAUYXUGB-UHFFFAOYSA-N,CC1(C)c2cccc(C(=O)NO)c2CN1c1nc2ccc(C(F)(F)F)cc2[nH]1,,,5.0
ASTQTCBFXTWJPJ-MDZDMXLPSA-N,O=C(/C=C/c1ccc(Cc2ccc(CO)cc2)cc1)NO,,,7.7
ASZFNTNAVYAHCF-UHFFFAOYSA-N,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)c(F)c2)C1=O,7.2,,
ATGDFHAACSGXGG-OUIFVKKZSA-N,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCNC(=O)OC(C)(C)C)S(=O)(=O)c1ccc2ncsc2c1,,9.64,
ATJUBZOMVQBAQF-QHCPKHFHSA-N,COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)OCc2ccccc2)cc1,,,6.92
ATMXJCYXICJPMG-FTJBHMTQSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)[nH]1,,,5.41
ATQWAHWPVCHDDH-GDLZYMKVSA-N,CC(C)C[C@H]1N=C(c2ccccc2)c2ccc(C(=O)O)cc2N(Cc2ccc(C3CCCCC3)cc2)C1=O,,4.17,
ATRIOAVZXXVRHX-UDVGQSQZSA-N,O=C(/C=C/c1ccc(/C=N/OCc2c(F)c(F)c(F)c(F)c2F)cc1)NO,,,5.89
ATRYIFUPIMFUFF-BIFULUQQSA-N,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@H](C(=O)O)C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,,4.52,
ATSHIQNIJWBDQY-KAYWLYCHSA-N,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](c3ccccc3)[C@@H](c3ccccc3)S2)cc1,,,4.83
ATSHIQNIJWBDQY-SVBPBHIXSA-N,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3ccccc3)[C@H](c3ccccc3)S2)cc1,,,4.9
ATSOUNUOHYVBTG-OIGHOJDOSA-N,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](OC(=O)CCC(=O)O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,,5.72,
AUGWMEGRUVDLOM-RVVSJWLRSA-N,Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccc3c(c2)OCO3)NC(=O)c2cccc(N)c2Cl)CSC1(C)C,,10.15,
AUIADSCWIJBESG-DOEKTCAHSA-N,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2)[C@H]1CCOC1,,9.11,
AUIADSCWIJBESG-FXVJXKIMSA-N,COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2)[C@@H]1CCOC1,,8.22,
AULBTEVAVDTQLP-PKNBQFBNSA-N,CCc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,,,5.93
AULFSEXBWSICPG-IBGZPJMESA-N,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)NCCCCCCCC(=O)NO)C(=O)O)cc3)nc2c(=O)[nH]1,,,5.62
AUQCZFYQJFJHES-JFPMUIDKSA-N,O=C(N[C@H](CC[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)N(Cc1cncs1)C1CC1)Cc1ccccc1)OCc1cncs1,,4.71,
AUTMZMMDVNXLIV-BDJLRTHQSA-N,C[C@@H](NC(=O)[C@H](N)Cc1ccc(Cl)cc1Cl)c1ccccc1,,,4.6
AUTMZMMDVNXLIV-MEDUHNTESA-N,C[C@H](NC(=O)[C@H](N)Cc1ccc(Cl)cc1Cl)c1ccccc1,,,4.12
AUWBCLDCSRIWGM-MDZDMXLPSA-N,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NC(=O)CCC(=O)NO)c2)c(OC)c1,,,7.05
AUYNOSRLDQHSIN-UHFFFAOYSA-N,CN(C)c1cccc(-c2ccnc(NC3CCc4ccc(C(=O)NO)cc4C3)n2)c1,,,6.1
AUZDIOXDMKBXFK-VZNYXHRGSA-N,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(F)cc1Cl)c1ccc(F)cc1Cl,,6.4,
AVKSMRPYGCIPJA-UHFFFAOYSA-N,O=C(CCCCCCCCc1ccc2ccccc2c1)NO,,,7.6
AVLNTTBZNFFQQT-PKNBQFBNSA-N,CC(C)Cc1nc2cc(/C=C/C(=O)NO)ccc2n1CCc1ccccc1,,,6.22
AVQKHNFUMISCLN-UHFFFAOYSA-N,FC(F)(F)c1nc(-c2ccc(N3CCCC3c3ccncc3)nc2)no1,,,5.75
AVTLXAUBRVYDGX-UHFFFAOYSA-N,COc1cccc(-c2cccc(O)c(=O)c2)c1,,,8.87
AVZXJUDBXUWBJQ-DFNFTQNPSA-N,C=CCNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(Br)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccc(Br)cc1)C(C)(C)C,,8.0,
AVZXJUDBXUWBJQ-PQUNRTFBSA-N,C=CCNC(=O)[C@@H](NC(=O)[C@](O)(CCCN(Cc1ccc(Br)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccc(Br)cc1)C(C)(C)C,,6.01,
AWIDTZGDUZPDLN-UHFFFAOYSA-N,O=C(C1CCCS(=O)(=O)C1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(F)c1,,,5.8
AWKQLOWZYDFOQL-UHFFFAOYSA-N,O=C1CCC(c2ccccc2Cl)N1c1ccc(-c2noc(C(F)(F)F)n2)c(F)c1,,,5.0
AWLCTQDMWMZSKS-UGQIIZBGSA-N,O=C(NO)c1ccc(Cn2ccc3cc(C(=O)NCC45C[C@H]6C[C@@H](C4)C[C@@H](C5)C6)ccc32)c(F)c1,,,6.27
AWNDMRWNHZGCTG-UHFFFAOYSA-N,O=C(CCCCCCc1nc(-c2ccc(F)cc2)no1)C(F)(F)F,,,5.12
AWOPQBWUWCOWJO-UKVDXBKXSA-N,COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C,,8.77,
AWSFNXSYJGEGNQ-WDZFZDKYSA-N,CN1C(=O)CNC(=O)/C1=C/c1ccc(OCC(=O)NO)cc1,,,8.41
AXDGIPMYJALRKV-UHFFFAOYSA-N,Ic1ncccn1,,,5.65
AXESYCSCGBQJBL-SZPBEECKSA-N,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,,,6.445
AXJXDWNCHLEVAZ-UHFFFAOYSA-N,Cc1cc2cc(NS(=O)(=O)c3ccc(C(=O)NO)cc3)ccc2n(C)c1=O,,,6.04
AXNVHPCVMSNXNP-IVKVKCDBSA-N,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,4.46,
AXNVHPCVMSNXNP-OXPBSUTMSA-N,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C,,4.3,
AXQHMALDHWWBAD-PICNCIQKSA-N,CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)C[C@](O)(C(=O)O)C(C)(C)[C@@H]4CC[C@]23C)O1,,5.0,
AXRYRYVKAWYZBR-GASGPIRDSA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,,9.41,
AXTCBHUQJORWMX-FVYAUOJASA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccc(OCP(=O)(OC)OC)cc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,,10.74,
AXUIIOFJHLHVRX-UHFFFAOYSA-N,CC1(c2ccc(C#N)cc2)NC(=O)N(CC(=O)c2ccncc2)C1=O,4.6,,
AYCCAUBKDMHLBK-AJQTZOPKSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)c2c(C)cccc2C)cc1,,6.75,
AYKITWJAPVHRAX-ONEGZZNKSA-N,Cc1ccc(-c2cc(/C=C/c3ccc(C(=O)NO)cc3)ccn2)c(F)c1,,,5.06
AYRVIZARUCAIDJ-VOTSOKGWSA-N,CC12CC3CC(C)(C1)CC(NS(=O)(=O)c1cccc(/C=C/C(=O)NO)c1)(C3)C2,,,6.25
AYWATZONADQZAS-QHCPKHFHSA-N,COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)Cc2ccccc2)cc1,,,7.2
AYZQJQMRTDVWJJ-UHFFFAOYSA-N,O=C1CCC(c2ccccc2)N1c1ccc(-c2noc(C(F)(F)F)n2)c(F)c1,,,5.44
AYZYYWKVKCHUAH-UHFFFAOYSA-N,COc1ccc(-c2nc(NC(=O)NCCCC(=O)NO)cc3c4ccccc4n(C)c23)cc1,,,6.24
AZODTJZLKVAKDP-DUXPYHPUSA-N,O=C(/C=C/c1ccc(CNCC23CC4CC(CC(C4)C2)C3)c(F)c1)NO,,,5.31
AZOPZOMXEYDPFS-UHFFFAOYSA-N,O=C(COc1ccc2c(c1)OC1(CCN(Cc3cc(Cl)cc(Cl)c3)CC1)CC2=O)NO,,,5.1
AZOSQQGVKOJXRE-UHFFFAOYSA-N,O=C(NO)c1ccc(CN2CCc3c(n(CC4CC4)c4ccc(F)cc34)C2)cc1,,,5.71
AZQYECILTLBYIV-UHFFFAOYSA-N,O=C(NO)c1ccc(NC(=O)c2ccc(C3CC3)cc2)cc1,,,7.69
BAGHRWNLKMAZMR-MRXNPFEDSA-N,O=C(NO)c1ccc(CN2C(=O)CNC(=O)[C@H]2Cc2ccccc2)cc1,,,5.63
BAKKPDUWEXRTIN-UHFFFAOYSA-N,Cc1cccc(C(=O)NOCCCCCC(=O)NO)c1,,,5.98
BAQUUBBHAACGDY-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1nc(I)c2cc(Br)nc(Cl)c21,,,6.9
BAVCWBNKXZAMDE-UHFFFAOYSA-N,O=C(CCc1ccc(-c2ccc(O)cc2)cc1)NO,,,5.77
BBALKERJYORIBR-UHFFFAOYSA-N,CCOC(=O)N1CCN(c2ccc(-c3noc(C(F)(F)F)n3)cn2)C(c2ccccc2)C1,,,5.4
BBBOKCZDRCMPOZ-UHFFFAOYSA-N,O=C(NO)c1ccc(Cl)c(NC(=O)c2ccccc2)c1,,,6.92
BBFKONWWIAFKEJ-UHFFFAOYSA-N,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCCCCCC(=O)NO,,,6.78
BBHHBNFCYBGQHQ-UHFFFAOYSA-N,O=C(CCCCCN1C(=O)c2cccc3c(Nc4cccc(F)c4)ccc(c23)C1=O)NO,,,5.39
BBIQWNYAWKEXSA-BYOMKGFBSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)[C@@H](O)[C@@H](O)C(O)O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)[C@@H](O)[C@@H](O)C(O)O)C(C)C,,9.05,
BBLBDUGURDYOIM-UHFFFAOYSA-N,Cc1cccc(CCOc2cc(-c3noc(C(F)(F)F)n3)ccn2)n1,,,5.34
BBOJVANNWADMKY-CQSZACIVSA-N,FC(F)(F)c1nc(-c2ccc(N3CCNC[C@@H]3c3ccccc3)nc2)no1,,,6.16
BBOJVANNWADMKY-UHFFFAOYSA-N,FC(F)(F)c1nc(-c2ccc(N3CCNCC3c3ccccc3)nc2)no1,,,5.75
BBRYNDYUWCVFAV-SXOMAYOGSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)[nH]1,,,5.2
BBSLRRWTGBLAON-TURZUDJPSA-N,O=C(CCCCCCC(=O)N/N=C/c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,,,5.84
BCEXHGZSELIQJR-UHFFFAOYSA-N,N#Cc1ccc2c(c1)CCCCN2Cc1ccc(C(=O)NO)cc1,,,5.65
BCFDVKOJXXCTFO-RPWUZVMVSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1[nH]c(-c2ccc(F)cc2)nc1C#N,,,5.03
BCHUJJCIGPEYFV-LTEXWPQJSA-N,CC[C@H]1OC(=O)[C@@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@@H]2O)[C@@](C)(O)C[C@H](C)CN(C)[C@@H](C)[C@H](O)[C@@]1(C)O,,,6.19
BCHUJJCIGPEYFV-RAYHFQHHSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,,5.33
BCJSMALAWJPPLE-SECBINFHSA-N,O=C1CN[C@H](Cc2ccccc2)C(=O)N1,,,7.67
BCJSMALAWJPPLE-VIFPVBQESA-N,O=C1CN[C@@H](Cc2ccccc2)C(=O)N1,,,7.17
BCYBLFMAWOAZPB-UHFFFAOYSA-N,CN1CCN(c2ccc(-c3cccc4nn(C(Cc5ccccc5)C(=O)NO)cc34)cc2)CC1,,,6.9
BCYYHAWIHKEKFQ-UHFFFAOYSA-N,O=C(CCCCCONC(=O)c1ccc2ccccc2n1)NO,,,5.01
BDCJQOYXIMNRCR-AWEZNQCLSA-N,O=C1COC[C@@H](c2nc(-c3cccnc3)no2)N1c1ccc(-c2noc(C(F)(F)F)n2)cc1,,,6.19
BDIYLIYACVEIHS-QVWIHFFISA-N,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(C)=O)C(C)C)C(C)C,,8.3,
BDJOGKDUEGBNPC-UHFFFAOYSA-N,CCCNNC(=O)c1cnc(N2CCN(C)CC2)nc1,,,6.6
BDQGQDBCTUABFD-UHFFFAOYSA-N,O=C(CCn1cncn1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.7
BDTMXTRMULBLTI-KTRIDVBGSA-N,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3cccc(-c4cn(CCCCCCC(=O)NO)nn4)c3)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C2=NCCN3C(=O)O[C@@]1(C)[C@H]3[C@H]2C,,,6.51
BEOBTSDHZXSZDU-UHFFFAOYSA-N,O=C1N(Cc2cccc(O)c2)C(Cc2ccccc2)C(O)C(C(F)Cc2ccccc2)N1Cc1cccc(O)c1,,7.92,
BEQKYIIVCGSEAQ-CLXDSZDISA-N,CC(=O)c1cccc(N2CC(C(=O)NN(Cc3ccc(-c4ccccn4)cc3)CC(O)[C@H](Cc3ccccc3)NC(=O)[C@@H]3CN(c4cccc(C(C)=O)c4)C(=O)O3)OC2=O)c1,,5.96,
BEQKYIIVCGSEAQ-IWWWZYECSA-N,CC(=O)c1cccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)CN(Cc3ccc(-c4ccccn4)cc3)NC(=O)[C@@H]3CN(c4cccc(C(C)=O)c4)C(=O)O3)OC2=O)c1,,5.96,
BFFLLQYEXGNTDM-UHFFFAOYSA-N,CC(C)c1ccc(-c2cc3cc(C(=O)NO)cnc3o2)cc1,,,6.92
BFHBZKMCMTWBSI-DYTOPAQESA-N,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1,,7.67,
BFHBZKMCMTWBSI-HESALCJHSA-N,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C(O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2cccc(C(F)(F)F)c2)C(=O)O1,,7.67,
BFTWYQHIZIQXJD-FQEVSTJZSA-N,COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)OC(C)(C)C)cc1,,,6.0
BGBBFURFEHZTRD-UHFFFAOYSA-N,Nc1ccccc1NC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,,,4.12
BGDPUOSBLZZUBI-VWLOTQADSA-N,CC(C)(C)OC(=O)N1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc1ccc(-c2ccccc2)cc1,,,5.7
BGEVIHODWMZVSQ-QHCPKHFHSA-N,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,,,5.42
BHJOJVLBZYUYGS-UHFFFAOYSA-N,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(NCCCCCCC(=O)NO)c12,,,6.11
BHJVIMROKPCEQY-UHFFFAOYSA-N,O=C(NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1)OCC1CCC1,7.01,,
BHUBIMGMKPNANW-UHFFFAOYSA-N,O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3ccc(N4CCOCC4)nc3)n1)CC2,,,6.5
BHUZLJOUHMBZQY-YXQOSMAKSA-N,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,,,5.9
BHZVXGQKLUTAIX-VCTRFXNDSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2O)C(=O)O1)S(=O)(=O)c1ccc(N)cc1,,8.13,
BIFARDGGEYHWIF-UHFFFAOYSA-N,CC(C)c1ccc(-c2nc3cc(C(=O)NO)ccc3o2)cc1,,,5.92
BIFMDHUVYGGFCU-GHOSXJJBSA-N,C[C@@H](COCCC(=O)N1CCN(c2ncc(OCc3ccc(/C=C/C(=O)NO)cc3)cn2)CC1)Nc1cn[nH]c(=O)c1C(F)(F)F,,,6.5
BIFZJSBTNGIPOI-UHFFFAOYSA-N,COc1cc(C(=O)NN)ccc1COc1ccc(Cl)c(C)c1,,,5.8
BINXAIIXOUQUKC-MMKSVXGCSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@@H]3OCC[C@@H]32)cc1,,10.8,
BINXAIIXOUQUKC-UIPNDDLNSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,,10.85,
BIVZRSWFCKSOHK-UHFFFAOYSA-N,O=C(NO)c1ccc(CN(Cc2ccccc2F)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,,,6.62
BJCJPBBEMMYDBF-XZWHSSHBSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2cccc(-c3cc(OC(F)(F)F)cc(OC(F)(F)F)c3)c2)NC(=O)OC(C)(C)C)cc1,,7.03,
BJDZBXGJNBMCAV-UHFFFAOYSA-N,O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,8.0,,
BJEWAMKJPNGORT-UHFFFAOYSA-N,O=C(CCN1CCc2ccccc2C1C1CCCCC1)NO,,,5.17
BJJPNOGMLLUCER-KUTQPOQPSA-N,CC(C)[C@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C,,8.82,
BJNVHNJQZWOLAZ-UHFFFAOYSA-N,O=C(NO)c1ccc(CN2C(=O)CCc3cc(C4CC4)ccc32)cc1,,,5.82
BJOKVXKYQNWVOS-GKKCRNPISA-N,C=CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(OC)cc1OCC=C,,8.0,
BJSCLQXBAFFVMN-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1cc2cccc(CN3CCC(F)(F)CC3)c2n1,,,6.43
BKOIYFCPPUHYIS-UHFFFAOYSA-N,O=c1ccc2ccc(Br)cc2n1Cc1ccc(-c2noc(C(F)(F)F)n2)cc1,,,5.58
BKQJCMOVBFAIQR-VWLOTQADSA-N,N[C@@H](Cc1ccc(O)cc1)C(=O)Nc1ccccc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,,,5.69
BLCXDWQIYQRKMJ-UHFFFAOYSA-N,O=C(NO)c1csc(C(c2ccccc2)c2ccccc2)n1,,,4.89
BLGDOJXSHOVDCJ-UHFFFAOYSA-N,CC12CC3CC(C)(C1)CC(NC(=O)CCCCCCCCC(=O)NO)(C3)C2,,,6.15
BLJDEALZPMITLC-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1ncc2c1CCCC2,,,6.43
BLLDUBJDTNVBCR-RSXGOPAZSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC(F)(F)F)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,,,5.21
BLQDCUAHMUDLRG-UHFFFAOYSA-N,O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3cccc(Cl)c3)n1)CC2,,,5.78
BLSYXNAYVNGVFA-UHFFFAOYSA-N,COc1ccc2c(c1)c(CCNC(C)=O)cn2Cc1ccc(C(=O)NO)cc1,,,6.08
BLVLSEPOIOLKDB-BTDFZRAWSA-N,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1,,,5.64
BMBGRZWUPNWXJV-UHFFFAOYSA-N,Cc1nccn1C(C)C(=O)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(F)c1,,,5.77
BMBLISISVLLUFF-FVVIGIHUSA-N,C[C@H](NC(=O)CCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,,4.33,
BMEPAMHXMUVZJW-CCEZHUSRSA-N,CCC(C(=O)Nc1ccc(/C=C/C(=O)Nc2ccccc2N)nc1)c1ccccc1,,,4.45
BMILQMGOJSDIHG-HNNXBMFYSA-N,O=C1COC[C@@H](c2ccccc2)N1c1ccc(-c2noc(C(F)(F)F)n2)cc1,,,5.7
BMRUQTQGKJCDJY-UHFFFAOYSA-N,COc1ccc(C(=O)NO)cc1NCc1ccc(Cl)cc1,,,6.83
BMSGQNPEIMMEDO-GDLZYMKVSA-N,CCCCCCCCCCCCCCCCNC(=O)CN1C(=O)[C@@H](CC(C)C)N=C(C)c2ccc(C(=O)O)cc21,,4.96,
BMSKLNYSPWXBNM-UHFFFAOYSA-N,O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3ccc(F)c(Cl)c3)n1)CC2,,,5.65
BMUUUIGOTZRXBG-UHFFFAOYSA-N,O=C(CCCCCONC(=O)c1nccc2ccccc12)NO,,,4.91
BMVUXKYOODZALF-GNISGLHKSA-N,CCN1CCC[C@@H](n2c(-c3cccc(/C=C/C(=O)NO)c3)nc(C)c2C)C1,,,7.0
BMXYVKCLBAGXOY-UHFFFAOYSA-N,CC(C)CN(CCNCCN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)S(=O)(=O)c1ccc(N)cc1,,6.05,
BMZMZALNXPNBIV-UHFFFAOYSA-N,O=C(NO)c1cc2c(cc1F)CCC(Nc1nccc(-c3cccnc3)n1)C2,,,5.82
BNCAIJCEXIDURW-UHFFFAOYSA-N,CN(C(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1)c1ccccc1,,,4.14
BNJAFZYKRYBFLX-UHFFFAOYSA-N,O=C1N(Cc2cccc(-n3cccn3)c2)C(CCc2ccccc2)C(O)C(Cc2ccccc2)N1Cc1cccc(-n2cccn2)c1,,10.0,
BNJBDOOLMZUPIN-NGTAMTFRSA-N,CCCC[C@H](NC(=O)[C@@H](N)Cc1ccc2ccccc2c1)C(=O)NCC[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CCC)C(=O)O,,4.66,
BNMVLBFIXXFEJN-UHFFFAOYSA-N,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(OCCCCCCC(=O)NO)c3)c2n1,,,5.85
